component_file,component_layer,previous_classification,route_profile_applied,input_packets_added,output_packets_added,pointer_ids_added,validator_bindings_added,quality_gates_added,fallback_added,lineage_added,provider_boundary_added,new_classification,quarantined,reason
skills/media_graphics/M-204-layout-composition-strategist.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-205-icon-illustration-mapper.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-206-brand-consistency-validator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-207-accessibility-analyzer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-209-infographic-structure-designer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-210-animation-transition-specifier.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-211-mobile-first-layout-optimizer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-212-dark-mode-variant-generator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-213-print-ready-format-converter.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-214-social-media-graphics-optimizer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_graphics/M-215-banner-header-designer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_production/A-401-thumbnail-concept-designer.py,SKILL,TEMPLATE_ONLY_SHALLOW,context_engineering_profile,"[final_script_packet, script_segment_packet, research_brief_packet]","[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_MUSIC_SFX, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[provider_handoff_packet_present, media_quality_gate_packet_present, lineage_approval_packet_present]","[context_completeness_gate, asset_consistency_gate, provider_boundary_gate]",BLOCKED_BEFORE_OUTPUT if any media context packet lacks segment_id.,"[script_segment_packet_id, context_packet_id, provider_handoff_packet_id]",handoff planning only; provider_execution_allowed=false until approval_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: context engineering
skills/media_production/A-401-thumbnail-concept-designer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_production/A-402-visual-asset-planner.py,SKILL,TEMPLATE_ONLY_SHALLOW,editing_packaging_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet]","[editing_timeline_packet, platform_content_package_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_EDITING, PTR_PROVIDER_QUALITY]","[editing_timeline_packet_present, media_quality_gate_packet_present, quality_scores_present]","[timeline_gate, caption_gate, platform_aspect_ratio_gate, thumbnail_moment_gate]",NEEDS_HUMAN_REVIEW if timeline/caption/thumbnail cannot map to segment IDs.,"[editing_timeline_packet_id, segment_id, cut_point, platform_package_id]",local assembly/provider execution disabled unless approval_packet authorizes execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: editing/packaging/platform
skills/media_production/A-402-visual-asset-planner.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_production/A-403-audio-script-optimizer.py,SKILL,TEMPLATE_ONLY_SHALLOW,voice_context_profile,"[script_segment_packet, final_script_packet]","[voice_context_packet, music_sfx_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VOICE]","[voice_context_packet_present, music_sfx_packet_present, quality_scores_present]","[voice_persona_gate, emotion_map_gate, pause_map_gate, timestamp_strategy_gate]",NEEDS_HUMAN_REVIEW if voice map lacks segment_id.,"[script_segment_packet_id, voice_context_packet_id, segment_id, emotion]",voice provider calls disabled unless provider_handoff_packet and approval_packet authorize them,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: voice/audio
skills/media_production/A-403-audio-script-optimizer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_production/A-404-media-package-assembler.py,SKILL,TEMPLATE_ONLY_SHALLOW,context_engineering_profile,"[final_script_packet, script_segment_packet, research_brief_packet]","[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_MUSIC_SFX, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[provider_handoff_packet_present, media_quality_gate_packet_present, lineage_approval_packet_present]","[context_completeness_gate, asset_consistency_gate, provider_boundary_gate]",BLOCKED_BEFORE_OUTPUT if any media context packet lacks segment_id.,"[script_segment_packet_id, context_packet_id, provider_handoff_packet_id]",handoff planning only; provider_execution_allowed=false until approval_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: context engineering
skills/media_production/A-404-media-package-assembler.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_production/A-405-media-qa-validator.py,SKILL,TEMPLATE_ONLY_SHALLOW,context_engineering_profile,"[final_script_packet, script_segment_packet, research_brief_packet]","[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_MUSIC_SFX, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[provider_handoff_packet_present, media_quality_gate_packet_present, lineage_approval_packet_present]","[context_completeness_gate, asset_consistency_gate, provider_boundary_gate]",BLOCKED_BEFORE_OUTPUT if any media context packet lacks segment_id.,"[script_segment_packet_id, context_packet_id, provider_handoff_packet_id]",handoff planning only; provider_execution_allowed=false until approval_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: context engineering
skills/media_production/A-405-media-qa-validator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-216-shot-list-generator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-217-b-roll-sourcing-strategy.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-218-video-editing-script.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-219-color-grading-brief.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-220-sound-design-specifications.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-221-motion-graphics-storyboard.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-222-video-transitions-optimizer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-223-pacing-rhythm-editor.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-224-title-card-generator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/media_video/M-225-thumbnail-designer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
