component_id,component_path,component_layer,route_profile,route_family,lifecycle_status,active_runtime,reason
saraswati_agent,agents/saraswati/saraswati_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
shakti_agent,agents/shakti/shakti_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
shiva_agent,agents/shiva/shiva_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
tumburu_agent,agents/tumburu/tumburu_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
valmiki_agent,agents/valmiki/valmiki_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
varuna_agent,agents/varuna/varuna_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
vishnu_agent,agents/vishnu/vishnu_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
vishwakarma_agent,agents/vishwakarma/vishwakarma_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
vyasa_agent,agents/vyasa/vyasa_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
yama_agent,agents/yama/yama_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
yudhishthira_agent,agents/yudhishthira/yudhishthira_agent.py,AGENT,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
SUB_AGENT_RUNTIME_REGISTRY,subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",ACTIVE_SUPPORT,True,support profile consumed by active core routes
cwf_110_sub_agent,subagents/cwf_110/cwf_110_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_120_sub_agent,subagents/cwf_120/cwf_120_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_130_sub_agent,subagents/cwf_130/cwf_130_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_140_sub_agent,subagents/cwf_140/cwf_140_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_210_sub_agent,subagents/cwf_210/cwf_210_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_220_sub_agent,subagents/cwf_220/cwf_220_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_230_sub_agent,subagents/cwf_230/cwf_230_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_240_sub_agent,subagents/cwf_240/cwf_240_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_310_sub_agent,subagents/cwf_310/cwf_310_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_320_sub_agent,subagents/cwf_320/cwf_320_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_330_sub_agent,subagents/cwf_330/cwf_330_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_340_sub_agent,subagents/cwf_340/cwf_340_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_410_sub_agent,subagents/cwf_410/cwf_410_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_420_sub_agent,subagents/cwf_420/cwf_420_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_430_sub_agent,subagents/cwf_430/cwf_430_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_440_sub_agent,subagents/cwf_440/cwf_440_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_510_sub_agent,subagents/cwf_510/cwf_510_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_520_sub_agent,subagents/cwf_520/cwf_520_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_530_sub_agent,subagents/cwf_530/cwf_530_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_610_sub_agent,subagents/cwf_610/cwf_610_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_620_sub_agent,subagents/cwf_620/cwf_620_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
cwf_630_sub_agent,subagents/cwf_630/cwf_630_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_000_sub_agent,subagents/wf_000/wf_000_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_001_sub_agent,subagents/wf_001/wf_001_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_010_sub_agent,subagents/wf_010/wf_010_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_020_sub_agent,subagents/wf_020/wf_020_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_021_sub_agent,subagents/wf_021/wf_021_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_022_sub_agent,subagents/wf_022/wf_022_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_023_sub_agent,subagents/wf_023/wf_023_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_100_sub_agent,subagents/wf_100/wf_100_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_200_sub_agent,subagents/wf_200/wf_200_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_300_sub_agent,subagents/wf_300/wf_300_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_400_sub_agent,subagents/wf_400/wf_400_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_500_sub_agent,subagents/wf_500/wf_500_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_600_sub_agent,subagents/wf_600/wf_600_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
wf_900_sub_agent,subagents/wf_900/wf_900_sub_agent.py,SUB_AGENT,general_support_profile,"non_content_technical_task, general_support",DUPLICATE_CANDIDATE,False,numbered family candidate; keep non-core until promoted
SKILL_DNA_UPGRADE_TEMPLATE,skills/SKILL_DNA_UPGRADE_TEMPLATE.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
E-601-performance-analyst,skills/analytics/E-601-performance-analyst.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
E-601-performance-analyst.skill,skills/analytics/E-601-performance-analyst.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
E-602-feedback-analyst,skills/analytics/E-602-feedback-analyst.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
E-602-feedback-analyst.skill,skills/analytics/E-602-feedback-analyst.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
E-603-evolution-strategist,skills/analytics/E-603-evolution-strategist.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
E-603-evolution-strategist.skill,skills/analytics/E-603-evolution-strategist.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-091-lip-sync-engine,skills/autonomous_loop/M-091-lip-sync-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-091-lip-sync-engine.skill,skills/autonomous_loop/M-091-lip-sync-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-091-m-091-execution-engine,skills/autonomous_loop/M-091-m-091-execution-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-092-avatar-rendering-engine,skills/autonomous_loop/M-092-avatar-rendering-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-092-avatar-rendering-engine.skill,skills/autonomous_loop/M-092-avatar-rendering-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-093-visual-effects-engine,skills/autonomous_loop/M-093-visual-effects-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-093-visual-effects-engine.skill,skills/autonomous_loop/M-093-visual-effects-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-094-color-grading-engine,skills/autonomous_loop/M-094-color-grading-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-094-color-grading-engine.skill,skills/autonomous_loop/M-094-color-grading-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-095-motion-graphics-engine,skills/autonomous_loop/M-095-motion-graphics-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-095-motion-graphics-engine.skill,skills/autonomous_loop/M-095-motion-graphics-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-096-transition-designer,skills/autonomous_loop/M-096-transition-designer.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-096-transition-designer.skill,skills/autonomous_loop/M-096-transition-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-097-pacing-optimizer,skills/autonomous_loop/M-097-pacing-optimizer.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-097-pacing-optimizer.skill,skills/autonomous_loop/M-097-pacing-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-098-final-edit-compiler,skills/autonomous_loop/M-098-final-edit-compiler.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-098_Final_Edit_Compiler,skills/autonomous_loop/M-098-final-edit-compiler.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-099-quality-assurance-engine,skills/autonomous_loop/M-099-quality-assurance-engine.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-099_Quality_Assurance_Engine,skills/autonomous_loop/M-099-quality-assurance-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-100-safety-compliance-engine,skills/autonomous_loop/M-100-safety-compliance-engine.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-100_Safety_Compliance_Engine,skills/autonomous_loop/M-100-safety-compliance-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-101-decision-board,skills/autonomous_loop/M-101-decision-board.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-101_Decision_Board,skills/autonomous_loop/M-101-decision-board.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-102-escalation-engine,skills/autonomous_loop/M-102-escalation-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-102_Escalation_Engine,skills/autonomous_loop/M-102-escalation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-103-strategic-alignment-engine,skills/autonomous_loop/M-103-strategic-alignment-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-103_Strategic_Alignment_Engine,skills/autonomous_loop/M-103-strategic-alignment-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-104-executive-review-system,skills/autonomous_loop/M-104-executive-review-system.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-104_Executive_Review_System,skills/autonomous_loop/M-104-executive-review-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-105-publishing-engine,skills/autonomous_loop/M-105-publishing-engine.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-105_Publishing_Engine,skills/autonomous_loop/M-105-publishing-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-106-upload-verification,skills/autonomous_loop/M-106-upload-verification.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-106_Upload_Verification,skills/autonomous_loop/M-106-upload-verification.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-107-algorithm-kickstart-engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-107_Algorithm_Kickstart_Engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-108-engagement-booster,skills/autonomous_loop/M-108-engagement-booster.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-108_Engagement_Booster,skills/autonomous_loop/M-108-engagement-booster.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-109-comment-analyzer,skills/autonomous_loop/M-109-comment-analyzer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-109_Comment_Analyzer,skills/autonomous_loop/M-109-comment-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-110-reputation-monitor,skills/autonomous_loop/M-110-reputation-monitor.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-110_Reputation_Monitor,skills/autonomous_loop/M-110-reputation-monitor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-111-feedback-learning-engine,skills/autonomous_loop/M-111-feedback-learning-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-111_Feedback_Learning_Engine,skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-112-strategy-refinement-engine,skills/autonomous_loop/M-112-strategy-refinement-engine.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-112_Strategy_Refinement_Engine,skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-113-empire-growth-engine,skills/autonomous_loop/M-113-empire-growth-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-113_Empire_Growth_Engine,skills/autonomous_loop/M-113-empire-growth-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-114-resource-expansion-engine,skills/autonomous_loop/M-114-resource-expansion-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-114_Resource_Expansion_Engine,skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-115-automation-expansion-engine,skills/autonomous_loop/M-115-automation-expansion-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-115_Automation_Expansion_Engine,skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-116-skill-evolution-engine,skills/autonomous_loop/M-116-skill-evolution-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-116_Skill_Evolution_Engine,skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-117-intelligence-upgrade-engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-117_Intelligence_Upgrade_Engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-118-empire-security-engine,skills/autonomous_loop/M-118-empire-security-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-118_Empire_Security_Engine,skills/autonomous_loop/M-118-empire-security-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-119-redundancy-system,skills/autonomous_loop/M-119-redundancy-system.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-119_Redundancy_System,skills/autonomous_loop/M-119-redundancy-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-120-supreme-orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-120_Supreme_Orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
P-301-execution-context-engineer,skills/context_engineering/P-301-execution-context-engineer.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-301-execution-context-engineer.skill,skills/context_engineering/P-301-execution-context-engineer.skill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-302-platform-format-specialist,skills/context_engineering/P-302-platform-format-specialist.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-302-platform-format-specialist.skill,skills/context_engineering/P-302-platform-format-specialist.skill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-303-asset-brief-creator,skills/context_engineering/P-303-asset-brief-creator.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-303-asset-brief-creator.skill,skills/context_engineering/P-303-asset-brief-creator.skill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-304-lineage-chain-validator,skills/context_engineering/P-304-lineage-chain-validator.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-304-lineage-chain-validator.skill,skills/context_engineering/P-304-lineage-chain-validator.skill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-305-context-packet-finalizer,skills/context_engineering/P-305-context-packet-finalizer.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
P-305-context-packet-finalizer.skill,skills/context_engineering/P-305-context-packet-finalizer.skill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-181-innovation-engine,skills/governance/M-181-innovation-engine.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-181_Innovation_Engine,skills/governance/M-181-innovation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-182-collaboration-engine,skills/governance/M-182-collaboration-engine.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-182_Collaboration_Engine,skills/governance/M-182-collaboration-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-001-intent-cortex,skills/intelligence/M-001-intent-cortex.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-001_Intent_Cortex,skills/intelligence/M-001-intent-cortex.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-002-context-analyzer,skills/intelligence/M-002-context-analyzer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-002_Context_Analyzer,skills/intelligence/M-002-context-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-231-VOICEOVER_DIRECTION_SCRIPT,skills/media_audio/M-231-voiceover-direction-script.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-232-SOUND_DESIGN_BRIEF,skills/media_audio/M-232-sound-design-brief.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-233-MUSIC_SELECTION_ADVISOR,skills/media_audio/M-233-music-selection-advisor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-234-PODCAST_AUDIO_OPTIMIZATION,skills/media_audio/M-234-podcast-audio-optimization.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-235-ACOUSTIC_ENVIRONMENT_ANALYZER,skills/media_audio/M-235-acoustic-environment-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-236-NOISE_REDUCTION_STRATEGY,skills/media_audio/M-236-noise-reduction-strategy.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-237-AUDIO_LEVELS_NORMALIZATION,skills/media_audio/M-237-audio-levels-normalization.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-238-COMPRESSION_EQ_SPECIFICATIONS,skills/media_audio/M-238-compression-eq-specifications.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-239-REVERB_EFFECTS_DESIGNER,skills/media_audio/M-239-reverb-effects-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-240-AUDIO_MIXING_GUIDE,skills/media_audio/M-240-audio-mixing-guide.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
