skill_file,skill_id,route_family,activation_trigger_specific,input_schema_specific,output_schema_specific,subskill_hooks_specific,quality_metric_specific,validator_binding_specific,fallback_specific,lineage_specific,provider_boundary_present,classification,gap
skills/media_graphics/M-211-mobile-first-layout-optimizer.skill.md,SKL-PH3A-M-211-MOBILE_FIRST_LAYOUT_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-212-dark-mode-variant-generator.skill.md,SKL-PH3A-M-212-DARK_MODE_VARIANT_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-213-print-ready-format-converter.skill.md,SKL-PH3A-M-213-PRINT_READY_FORMAT_CONVERTER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-214-social-media-graphics-optimizer.skill.md,SKL-PH3A-M-214-SOCIAL_MEDIA_GRAPHICS_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-215-banner-header-designer.skill.md,SKL-PH3A-M-215-BANNER_HEADER_DESIGNER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-401-thumbnail-concept-designer.py,A-401-thumbnail-concept-designer,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-401-thumbnail-concept-designer.skill.md,A-401-thumbnail-concept-designer.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-402-visual-asset-planner.py,A-402-visual-asset-planner,"[editing_packaging, full_video_pipeline, publishing]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-402-visual-asset-planner.skill.md,A-402-visual-asset-planner.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-403-audio-script-optimizer.py,A-403-audio-script-optimizer,"[voice_context, context_engineering]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-403-audio-script-optimizer.skill.md,A-403-audio-script-optimizer.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-404-media-package-assembler.py,A-404-media-package-assembler,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-404-media-package-assembler.skill.md,A-404-media-package-assembler.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-405-media-qa-validator.py,A-405-media-qa-validator,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_production/A-405-media-qa-validator.skill.md,A-405-media-qa-validator.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-216-shot-list-generator.skill.md,SKL-PH3B-M-216-SHOT_LIST_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-217-b-roll-sourcing-strategy.skill.md,SKL-PH3B-M-217-B_ROLL_SOURCING_STRATEGY,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-218-video-editing-script.skill.md,SKL-PH3B-M-218-VIDEO_EDITING_SCRIPT,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-219-color-grading-brief.skill.md,SKL-PH3B-M-219-COLOR_GRADING_BRIEF,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-220-sound-design-specifications.skill.md,SKL-PH3B-M-220-SOUND_DESIGN_SPECIFICATIONS,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-221-motion-graphics-storyboard.skill.md,SKL-PH3B-M-221-MOTION_GRAPHICS_STORYBOARD,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-222-video-transitions-optimizer.skill.md,SKL-PH3B-M-222-VIDEO_TRANSITIONS_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-223-pacing-rhythm-editor.skill.md,SKL-PH3B-M-223-PACING_RHYTHM_EDITOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-224-title-card-generator.skill.md,SKL-PH3B-M-224-TITLE_CARD_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-225-thumbnail-designer.skill.md,SKL-PH3B-M-225-THUMBNAIL_DESIGNER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-226-video-seo-optimizer.skill.md,SKL-PH3B-M-226-VIDEO_SEO_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-227-captions-subtitle-generator.skill.md,SKL-PH3B-M-227-CAPTIONS_SUBTITLE_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-228-multi-angle-cut-strategy.skill.md,SKL-PH3B-M-228-MULTI_ANGLE_CUT_STRATEGY,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-229-video-performance-predictor.skill.md,SKL-PH3B-M-229-VIDEO_PERFORMANCE_PREDICTOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_video/M-230-platform-specific-video-adapter.skill.md,SKL-PH3B-M-230-PLATFORM_SPECIFIC_VIDEO_ADAPTER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-151-empire-expansion-layer.py,M-151-empire-expansion-layer,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-151-empire-expansion-layer.skill.md,M-151_Empire_Expansion_Layer,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-152-channel-discovery-engine.py,M-152-channel-discovery-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-152-channel-discovery-engine.skill.md,M-152_Channel_Discovery_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-153-niche-profitability-analyzer.py,M-153-niche-profitability-analyzer,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-153-niche-profitability-analyzer.skill.md,M-153_Niche_Profitability_Analyzer,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-154-channel-launch-architect.py,M-154-channel-launch-architect,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-154-channel-launch-architect.skill.md,M-154_Channel_Launch_Architect,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-155-brand-identity-engine.py,M-155-brand-identity-engine,"[visual_context, context_engineering, image_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-155-brand-identity-engine.skill.md,M-155_Brand_Identity_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-156-audience-persona-generator.py,M-156-audience-persona-generator,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-156-audience-persona-generator.skill.md,M-156_Audience_Persona_Generator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-157-content-strategy-replicator.py,M-157-content-strategy-replicator,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-157-content-strategy-replicator.skill.md,M-157_Content_Strategy_Replicator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-158-content-calendar-engine.py,M-158-content-calendar-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-158-content-calendar-engine.skill.md,M-158_Content_Calendar_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-159-production-capacity-planner.py,M-159-production-capacity-planner,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-159-production-capacity-planner.skill.md,M-159_Production_Capacity_Planner,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-160-creator-clone-system.py,M-160-creator-clone-system,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-160-creator-clone-system.skill.md,M-160_Creator_Clone_System,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-161-personality-mapping-engine.py,M-161-personality-mapping-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-161-personality-mapping-engine.skill.md,M-161_Personality_Mapping_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-162-voice-identity-cloner.py,M-162-voice-identity-cloner,"[voice_context, context_engineering]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-162-voice-identity-cloner.skill.md,M-162_Voice_Identity_Cloner,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-163-speech-emotion-engine.py,M-163-speech-emotion-engine,"[voice_context, context_engineering]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-163-speech-emotion-engine.skill.md,M-163_Speech_Emotion_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-164-character-behavior-engine.py,M-164-character-behavior-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-164-character-behavior-engine.skill.md,M-164_Character_Behavior_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-165-dialogue-style-generator.py,M-165-dialogue-style-generator,"[visual_context, context_engineering, image_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-165-dialogue-style-generator.skill.md,M-165_Dialogue_Style_Generator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-166-creator-identity-manager.py,M-166-creator-identity-manager,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-166-creator-identity-manager.skill.md,M-166_Creator_Identity_Manager,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-167-reputation-control-engine.py,M-167-reputation-control-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-167-reputation-control-engine.skill.md,M-167_Reputation_Control_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-168-content-factory-controller.py,M-168-content-factory-controller,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-168-content-factory-controller.skill.md,M-168_Content_Factory_Controller,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-169-topic-generation-engine.py,M-169-topic-generation-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-169-topic-generation-engine.skill.md,M-169_Topic_Generation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-170-research-automation-engine.py,M-170-research-automation-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-170-research-automation-engine.skill.md,M-170_Research_Automation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-171-knowledge-graph-builder.py,M-171-knowledge-graph-builder,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-171-knowledge-graph-builder.skill.md,M-171_Knowledge_Graph_Builder,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-172-insight-extraction-engine.py,M-172-insight-extraction-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-172-insight-extraction-engine.skill.md,M-172_Insight_Extraction_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-173-script-automation-engine.py,M-173-script-automation-engine,[script_generation],true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-173-script-automation-engine.skill.md,M-173_Script_Automation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-174-visual-asset-generator.py,M-174-visual-asset-generator,"[visual_context, context_engineering, image_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-174-visual-asset-generator.skill.md,M-174_Visual_Asset_Generator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-175-video-assembly-engine.py,M-175-video-assembly-engine,"[editing_packaging, full_video_pipeline, publishing]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-175-video-assembly-engine.skill.md,M-175_Video_Assembly_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-176-post-production-automation.py,M-176-post-production-automation,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-176-post-production-automation.skill.md,M-176_Post_Production_Automation,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-177-performance-tracking-engine.py,M-177-performance-tracking-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-177-performance-tracking-engine.skill.md,M-177_Performance_Tracking_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-178-channel-benchmark-engine.py,M-178-channel-benchmark-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-178-channel-benchmark-engine.skill.md,M-178_Channel_Benchmark_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-179-competitive-intelligence-engine.py,M-179-competitive-intelligence-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-179-competitive-intelligence-engine.skill.md,M-179_Competitive_Intelligence_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-180-strategy-adaptation-engine.py,M-180-strategy-adaptation-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/operations/M-180-strategy-adaptation-engine.skill.md,M-180_Strategy_Adaptation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-501-platform-metadata-generator.py,D-501-platform-metadata-generator,"[quality_gate, full_video_pipeline]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-501-platform-metadata-generator.skill.md,D-501-platform-metadata-generator.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-502-seo-optimization-specialist.py,D-502-seo-optimization-specialist,"[quality_gate, full_video_pipeline]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-502-seo-optimization-specialist.skill.md,D-502-seo-optimization-specialist.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-503-publish-readiness-checker.py,D-503-publish-readiness-checker,"[approval_gate, repo_write_mode]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/publishing/D-503-publish-readiness-checker.skill.md,D-503-publish-readiness-checker.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-009-knowledge-source-collector.py,M-009-knowledge-source-collector,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-009-knowledge-source-collector.skill.md,M-009_Knowledge_Source_Collector,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-010-source-credibility-validator.py,M-010-source-credibility-validator,"[quality_gate, full_video_pipeline]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-010-source-credibility-validator.skill.md,M-010_Source_Credibility_Validator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-011-knowledge-dossier-builder.py,M-011-knowledge-dossier-builder,"[video_context, avatar_video_context, full_video_pipeline]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-011-knowledge-dossier-builder.skill.md,M-011_Knowledge_Dossier_Builder,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-020-knowledge-summarization-engine.py,M-020-knowledge-summarization-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-020-knowledge-summarization-engine.skill.md,M-020_Knowledge_Summarization_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-021-fact-cross-verification-unit.py,M-021-fact-cross-verification-unit,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-021-fact-cross-verification-unit.skill.md,M-021-fact-cross-verification-unit.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-022-knowledge-graph-builder.py,M-022-knowledge-graph-builder,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-022-knowledge-graph-builder.skill.md,M-022-knowledge-graph-builder.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-025-research-archive-manager.py,M-025-research-archive-manager,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/research_intelligence/M-025-research-archive-manager.skill.md,M-025-research-archive-manager.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/script_intelligence/S-201-hook-optimizer.py,S-201-hook-optimizer,"[script_refinement, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/script_intelligence/S-201-hook-optimizer.skill.md,S-201-hook-optimizer.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/script_intelligence/S-201-research-to-script-brief.py,S-201-research-to-script-brief,[script_generation],true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/script_intelligence/S-201-research-to-script-brief.skill.md,S-201-research-to-script-brief.skill,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
