workflow_id,workflow_name,sanitized_filename,raw_private_filename,active,archived,createdAt,updatedAt,tags,node_count,trigger_node_count,credential_reference_count,source_guess,source_guess_reason,shadow_or_non_shadow,present_in_wave2_38_reference,recommended_future_action,notes
do0cZuzren68K4Tu,WF-400 Media Production Pack Canonical,workflow_export_sanitized/WF_400_Media_Production_Pack_Canonical__do0cZuzren68K4Tu.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_400_Media_Production_Pack_Canonical__do0cZuzren68K4Tu.json,True,False,2026-05-03 18:50:33.536,2026-05-03 18:50:33.536,,17,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
eAYVX6zLUIVEuJiG,AI YouTube analytics agent: Comment analyzer & insights reporter,workflow_export_sanitized/AI_YouTube_analytics_agent_Comment_analyzer_insights_reporter__eAYVX6zLUIVEuJiG.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_YouTube_analytics_agent_Comment_analyzer_insights_reporter__eAYVX6zLUIVEuJiG.json,False,False,2026-05-05 19:33:40.006,2026-05-05 20:16:02.094,,19,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
ecQoXsf2o3gyrDO1,WF-100 Topic Intelligence Pack Canonical,workflow_export_sanitized/WF_100_Topic_Intelligence_Pack_Canonical__ecQoXsf2o3gyrDO1.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_100_Topic_Intelligence_Pack_Canonical__ecQoXsf2o3gyrDO1.json,True,False,2026-05-03 13:19:58.107,2026-05-06 10:37:13,,17,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
fGsHM2nDtoZFRU72,Generate & publish AI news avatar videos with HeyGen and Blotato,workflow_export_sanitized/Generate_publish_AI_news_avatar_videos_with_HeyGen_and_Blotato__fGsHM2nDtoZFRU72.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_publish_AI_news_avatar_videos_with_HeyGen_and_Blotato__fGsHM2nDtoZFRU72.json,False,False,2026-05-05 20:04:57.359,2026-05-05 20:13:28.025,,27,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
gymxRXpGgeSakr3J,"AI content creation and publishing engine with Mistral, Creatomate, and YouTube 2",workflow_export_sanitized/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube_2__gymxRXpGgeSakr3J.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube_2__gymxRXpGgeSakr3J.json,False,False,2026-05-05 20:00:42.510,2026-05-05 20:15:44.635,,34,0,0,USER_IMPORTED_TEMPLATE,"title variant suffix ""2"" suggests duplicate manual import",NON_SHADOW,False,REVIEW_FOR_REUSE,
iqh4gVJjrsMnTvnR,CWF-620 Audience Feedback Aggregator Canonical,workflow_export_sanitized/CWF_620_Audience_Feedback_Aggregator_Canonical__iqh4gVJjrsMnTvnR.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_620_Audience_Feedback_Aggregator_Canonical__iqh4gVJjrsMnTvnR.json,True,False,2026-05-03 18:48:26.303,2026-05-14 20:32:14.104,,5,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
jOkYRBMeyyMDHqJ3,WF-900 Error Handler Canonical,workflow_export_sanitized/WF_900_Error_Handler_Canonical__jOkYRBMeyyMDHqJ3.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_900_Error_Handler_Canonical__jOkYRBMeyyMDHqJ3.json,True,False,2026-05-03 18:49:34.825,2026-05-03 18:49:34.825,,11,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
kDa9U4UqGWlG6g3O,CWF-110 Topic Discovery Canonical,workflow_export_sanitized/CWF_110_Topic_Discovery_Canonical__kDa9U4UqGWlG6g3O.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_110_Topic_Discovery_Canonical__kDa9U4UqGWlG6g3O.json,True,False,2026-05-03 18:42:15.277,2026-05-14 20:32:11.050,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
nGqi7w4e4pxskC1I,CWF-530 Publish Readiness Checker Canonical,workflow_export_sanitized/CWF_530_Publish_Readiness_Checker_Canonical__nGqi7w4e4pxskC1I.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_530_Publish_Readiness_Checker_Canonical__nGqi7w4e4pxskC1I.json,True,False,2026-05-03 18:48:03.650,2026-05-14 20:32:13.712,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
nPFz46PDjqipVJIq,WF-500 Publishing Distribution Pack Canonical,workflow_export_sanitized/WF_500_Publishing_Distribution_Pack_Canonical__nPFz46PDjqipVJIq.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_500_Publishing_Distribution_Pack_Canonical__nPFz46PDjqipVJIq.json,True,False,2026-05-03 18:50:44.555,2026-05-04 09:43:28,,16,1,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
oCLrZ3aWZkSBvrjn,WF-010 Parent Orchestrator Canonical,workflow_export_sanitized/WF_010_Parent_Orchestrator_Canonical__oCLrZ3aWZkSBvrjn.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_010_Parent_Orchestrator_Canonical__oCLrZ3aWZkSBvrjn.json,True,False,2026-05-03 13:21:18.410,2026-05-14 19:18:41.206,,24,1,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
pmOMvjAiU21q5eGs,"Create & upload AI-generated ASMR YouTube Shorts with Seedance, Fal AI, and GPT-4",workflow_export_sanitized/Create_upload_AI_generated_ASMR_YouTube_Shorts_with_Seedance_Fal_AI_and_GPT_4__pmOMvjAiU21q5eGs.json,workflow_export_raw_private_DO_NOT_COMMIT/Create_upload_AI_generated_ASMR_YouTube_Shorts_with_Seedance_Fal_AI_and_GPT_4__pmOMvjAiU21q5eGs.json,False,False,2026-05-05 19:32:03.273,2026-05-05 20:18:42.058,,32,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
rN4bQ1Y6mJ8tC3vP,WF-023 Downstream Resource Preparation Canonical,workflow_export_sanitized/WF_023_Downstream_Resource_Preparation_Canonical__rN4bQ1Y6mJ8tC3vP.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_023_Downstream_Resource_Preparation_Canonical__rN4bQ1Y6mJ8tC3vP.json,True,False,2026-05-03 18:49:23.719,2026-05-03 18:49:23.719,,4,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
rNCgf3NYvZR9RTNt,"Create and publish AI avatar short videos with Gemini, HeyGen and Google Sheets",workflow_export_sanitized/Create_and_publish_AI_avatar_short_videos_with_Gemini_HeyGen_and_Google_Sheets__rNCgf3NYvZR9RTNt.json,workflow_export_raw_private_DO_NOT_COMMIT/Create_and_publish_AI_avatar_short_videos_with_Gemini_HeyGen_and_Google_Sheets__rNCgf3NYvZR9RTNt.json,False,False,2026-05-05 20:03:57.883,2026-05-05 20:14:06.776,,23,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
sbhS1zacj7Mje78U,✨🤖Automate Multi-Platform Social Media Content Creation with AI,workflow_export_sanitized/Automate_Multi_Platform_Social_Media_Content_Creation_with_AI__sbhS1zacj7Mje78U.json,workflow_export_raw_private_DO_NOT_COMMIT/Automate_Multi_Platform_Social_Media_Content_Creation_with_AI__sbhS1zacj7Mje78U.json,False,False,2026-05-05 20:02:26.325,2026-05-05 20:14:14.070,,57,0,0,UNKNOWN,no canonical marker and no decisive template keyword,UNKNOWN,False,NEEDS_MANUAL_REVIEW,
t1OGMmjxWkI9X7H6,CWF-120 Topic Qualification Canonical,workflow_export_sanitized/CWF_120_Topic_Qualification_Canonical__t1OGMmjxWkI9X7H6.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_120_Topic_Qualification_Canonical__t1OGMmjxWkI9X7H6.json,True,False,2026-05-03 18:44:50.695,2026-05-14 20:32:11.215,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
tu9FLv3Yq2WtPqWJ,Generate cinematic videos with OpenAI Sora and uploadtourl hosting,workflow_export_sanitized/Generate_cinematic_videos_with_OpenAI_Sora_and_uploadtourl_hosting__tu9FLv3Yq2WtPqWJ.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_cinematic_videos_with_OpenAI_Sora_and_uploadtourl_hosting__tu9FLv3Yq2WtPqWJ.json,False,False,2026-05-05 19:03:16.244,2026-05-05 20:19:46.596,,27,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
tzQPxC5HChpoevbL,CWF-220 Script Debate Canonical,workflow_export_sanitized/CWF_220_Script_Debate_Canonical__tzQPxC5HChpoevbL.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_220_Script_Debate_Canonical__tzQPxC5HChpoevbL.json,True,False,2026-05-03 18:45:37.621,2026-05-14 20:32:11.746,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
wqM2V7L9hK4pT8xC,WF-022 Provider Packet Bridge Canonical,workflow_export_sanitized/WF_022_Provider_Packet_Bridge_Canonical__wqM2V7L9hK4pT8xC.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_022_Provider_Packet_Bridge_Canonical__wqM2V7L9hK4pT8xC.json,True,False,2026-05-03 18:49:12.789,2026-05-03 18:49:12.789,,4,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
xkxwnQrS7RPeMOkI,WF-200 Script Intelligence Pack Canonical,workflow_export_sanitized/WF_200_Script_Intelligence_Pack_Canonical__xkxwnQrS7RPeMOkI.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_200_Script_Intelligence_Pack_Canonical__xkxwnQrS7RPeMOkI.json,True,False,2026-05-03 13:20:09.144,2026-05-06 10:37:17,,17,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
